,cos_sim_spearman
STS12,58.56820675914955
STS13,68.64324692302516
STS14,63.645962425927415
STS15,71.73069984806844
STS16,61.786477359562056
SICK-R,61.76738565793216
STS-B,56.97547142528362
JSTS,
AVG,63.302492914135485
