,cos_sim_spearman
STS12,58.17357388881354
STS13,67.3358596858192
STS14,62.192549226470604
STS15,70.15115379531349
STS16,59.59683566890502
SICK-R,61.3887687266628
STS-B,55.84653719251563
JSTS,
AVG,62.09789688350004
