,cos_sim_spearman
STS12,56.52984372386497
STS13,66.95446971339364
STS14,62.770262693843236
STS15,72.42203188867808
STS16,61.04739004144308
SICK-R,62.74050759915375
STS-B,56.03210416039816
JSTS,
AVG,62.64237283153927
