,cos_sim_spearman
STS12,55.91990927307514
STS13,73.35543043210619
STS14,65.72251845401729
STS15,74.1192202318166
STS16,72.18092215517953
SICK-R,62.297084213251665
STS-B,62.9494677861925
JSTS,
AVG,66.64922179223412
