,cos_sim_spearman
STS12,62.19738576803652
STS13,79.34923413560362
STS14,71.03075115521752
STS15,77.95022768414944
STS16,76.27883380011701
SICK-R,60.66194212291812
STS-B,73.56193857659814
JSTS,
AVG,71.57575903466291
