,cos_sim_spearman
STS12,59.36536924485556
STS13,76.92348652004002
STS14,69.47548864064139
STS15,76.42044760176411
STS16,73.56317556559287
SICK-R,60.07150111312316
STS-B,70.42069612867184
JSTS,
AVG,69.4628806878127
