,cos_sim_spearman
STS12,51.667995188433935
STS13,60.937959448697235
STS14,57.138519056382805
STS15,70.08743854688107
STS16,63.075452144800614
SICK-R,55.14183673326054
STS-B,53.16132782747256
JSTS,
AVG,58.744361277989825
