,cos_sim_spearman
STS12,61.21771464555601
STS13,60.68112171557042
STS14,63.18054336824633
STS15,73.59068105741237
STS16,69.87240302260606
SICK-R,59.821816510547535
STS-B,68.20196246569405
JSTS,
AVG,65.22374896937612
