,cos_sim_spearman
STS12,48.682729444441655
STS13,55.03405096526301
STS14,54.066067751980086
STS15,60.230902637792184
STS16,58.40997440121218
SICK-R,54.63803286495613
STS-B,50.38166371283845
JSTS,
AVG,54.49191739692624
