,cos_sim_spearman
STS12,49.6432113423413
STS13,41.78739207159457
STS14,48.81089601752069
STS15,60.84472944321659
STS16,47.57352021991862
SICK-R,55.09430196366994
STS-B,44.234257508491986
JSTS,
AVG,49.71261550953624
