,cos_sim_spearman
STS12,57.279501702204186
STS13,54.50344668600808
STS14,60.76646731777807
STS15,68.82467199356216
STS16,61.63159123005075
SICK-R,56.82702228188422
STS-B,60.36231998171101
JSTS,
AVG,60.027860170456925
