,cos_sim_spearman
STS12,49.10455980858908
STS13,47.34235992000141
STS14,51.94213907704769
STS15,61.986095602039235
STS16,51.537078610839885
SICK-R,53.60354259574615
STS-B,50.42536506643032
JSTS,
AVG,52.277305811527675
