,cos_sim_spearman
STS12,45.11648794630135
STS13,40.99599330194079
STS14,47.304236312261075
STS15,62.07906650401254
STS16,48.851934998292734
SICK-R,54.79849187036591
STS-B,43.55381971793689
JSTS,
AVG,48.957147235873045
