,cos_sim_spearman
STS12,60.23243049653102
STS13,68.78283788082773
STS14,62.38965038192973
STS15,67.2603003265269
STS16,61.85251312692254
SICK-R,56.91365718551628
STS-B,58.69894923687683
JSTS,
AVG,62.304334090733
