,cos_sim_spearman
STS12,56.461391976640876
STS13,50.406028956505764
STS14,51.13103326002937
STS15,58.603518683836185
STS16,49.02895745625794
SICK-R,57.01158861301076
STS-B,46.17208018738953
JSTS,
AVG,52.687799876238635
