,cos_sim_spearman
STS12,54.51541713223349
STS13,69.20054307300182
STS14,60.874552083877376
STS15,69.82472436248607
STS16,62.609787477864465
SICK-R,58.0067922396471
STS-B,52.24991696625851
JSTS,
AVG,61.04024761933841
