,cos_sim_spearman
STS12,55.54053828057348
STS13,46.31555352653645
STS14,49.66990057886011
STS15,56.03275165321371
STS16,46.90185606834396
SICK-R,56.437178579758715
STS-B,45.16525002995518
JSTS,
AVG,50.86614695960594
