,cos_sim_spearman
STS12,53.306456193294125
STS13,62.45397218092257
STS14,57.92960164219443
STS15,68.68361947457964
STS16,58.68937075203211
SICK-R,57.921647031242216
STS-B,52.20908358844436
JSTS,
AVG,58.741964408958495
