,cos_sim_spearman
STS12,60.86704969739658
STS13,72.20577196406506
STS14,67.78794044107242
STS15,75.85858687827582
STS16,73.87933990969312
SICK-R,60.51662050981952
STS-B,70.99267401386109
JSTS,
AVG,68.87256905916908
