,cos_sim_spearman
STS12,51.369652439604174
STS13,51.489172735746955
STS14,54.570508199074474
STS15,62.74977067059463
STS16,52.97404442224363
SICK-R,53.52954322445013
STS-B,52.40840819402298
JSTS,
AVG,54.15587141224814
