,cos_sim_spearman
STS12,49.06191835772322
STS13,45.15885710996337
STS14,49.569690620303334
STS15,62.14390086020119
STS16,50.745755242102796
SICK-R,55.48884169112219
STS-B,44.53382273258458
JSTS,
AVG,50.95754094485723
