,cos_sim_spearman
STS12,58.862532646570344
STS13,73.85260263872922
STS14,68.43442753690957
STS15,78.06738980485956
STS16,73.99911372838918
SICK-R,62.845542120877795
STS-B,69.5520322837542
JSTS,
AVG,69.37337725144141
