,cos_sim_spearman
STS12,59.7310986672021
STS13,55.01806061894131
STS14,55.15907915526874
STS15,64.22324074116872
STS16,53.39249418806982
SICK-R,58.853889236788845
STS-B,52.4602804697672
JSTS,
AVG,56.97687758245811
