,cos_sim_spearman
STS12,58.30048654954286
STS13,71.68940856872719
STS14,64.57003747729793
STS15,74.10223409883912
STS16,67.58966941320021
SICK-R,60.75342851649742
STS-B,59.398600929594224
JSTS,
AVG,65.200552221957
