,cos_sim_spearman
STS12,57.94092021504902
STS13,68.97330669656586
STS14,62.371624408940804
STS15,72.25839204092543
STS16,63.59109107262323
SICK-R,59.99126464617163
STS-B,59.82393147345736
JSTS,
AVG,63.56436150767619
