,cos_sim_spearman
STS12,58.34994901286872
STS13,69.09377174658866
STS14,60.8210044851525
STS15,71.98627247305951
STS16,60.75777294422052
SICK-R,60.33506319484169
STS-B,57.016077860254995
JSTS,
AVG,62.62284453099808
